Always equal to ACS Summary File identification,State Postal Abbreviation,Geographic Identifier,Area Name,Tribal Tract,Tribal Block Group,FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),ZIP Code Tabulation Area (3-digit),Qualified Area Name,Total_Pop,Percent_Pov
ACSSF,CT,1400000US09110430100,"Census Tract 4301, Capitol Planning Region, Connecticut",,,09110430100,3408262,0,09,,"Census Tract 4301, Capitol Planning Region, Connecticut",4148,25.3
ACSSF,CT,1400000US09110430201,"Census Tract 4302.01, Capitol Planning Region, Connecticut",,,09110430201,6378472,0,09,,"Census Tract 4302.01, Capitol Planning Region, Connecticut",3366,0
ACSSF,CT,1400000US09110430202,"Census Tract 4302.02, Capitol Planning Region, Connecticut",,,09110430202,16291943,1424290,09,,"Census Tract 4302.02, Capitol Planning Region, Connecticut",4582,0
ACSSF,CT,1400000US09110430203,"Census Tract 4302.03, Capitol Planning Region, Connecticut",,,09110430203,5147024,30961,09,,"Census Tract 4302.03, Capitol Planning Region, Connecticut",3956,0
ACSSF,CT,1400000US09110430301,"Census Tract 4303.01, Capitol Planning Region, Connecticut",,,09110430301,9302188,63467,09,,"Census Tract 4303.01, Capitol Planning Region, Connecticut",4018,5.2
ACSSF,CT,1400000US09110430302,"Census Tract 4303.02, Capitol Planning Region, Connecticut",,,09110430302,4552528,19886,09,,"Census Tract 4303.02, Capitol Planning Region, Connecticut",2578,0
ACSSF,CT,1400000US09110430400,"Census Tract 4304, Capitol Planning Region, Connecticut",,,09110430400,9973390,24419,09,,"Census Tract 4304, Capitol Planning Region, Connecticut",5148,21.49
ACSSF,CT,1400000US09110430501,"Census Tract 4305.01, Capitol Planning Region, Connecticut",,,09110430501,1447346,0,09,,"Census Tract 4305.01, Capitol Planning Region, Connecticut",1554,0
ACSSF,CT,1400000US09110430502,"Census Tract 4305.02, Capitol Planning Region, Connecticut",,,09110430502,11073013,64832,09,,"Census Tract 4305.02, Capitol Planning Region, Connecticut",5422,0
ACSSF,CT,1400000US09110430602,"Census Tract 4306.02, Capitol Planning Region, Connecticut",,,09110430602,3422664,0,09,,"Census Tract 4306.02, Capitol Planning Region, Connecticut",3567,0
ACSSF,CT,1400000US09110430603,"Census Tract 4306.03, Capitol Planning Region, Connecticut",,,09110430603,3316362,0,09,,"Census Tract 4306.03, Capitol Planning Region, Connecticut",1931,9.51
ACSSF,CT,1400000US09110430604,"Census Tract 4306.04, Capitol Planning Region, Connecticut",,,09110430604,18600609,306195,09,,"Census Tract 4306.04, Capitol Planning Region, Connecticut",3305,1.57
ACSSF,CT,1400000US09110460100,"Census Tract 4601, Capitol Planning Region, Connecticut",,,09110460100,9879911,629579,09,,"Census Tract 4601, Capitol Planning Region, Connecticut",3035,0
ACSSF,CT,1400000US09110460202,"Census Tract 4602.02, Capitol Planning Region, Connecticut",,,09110460202,20190010,153041,09,,"Census Tract 4602.02, Capitol Planning Region, Connecticut",4811,0
ACSSF,CT,1400000US09110460203,"Census Tract 4602.03, Capitol Planning Region, Connecticut",,,09110460203,11951170,1034715,09,,"Census Tract 4602.03, Capitol Planning Region, Connecticut",3782,0
ACSSF,CT,1400000US09110460204,"Census Tract 4602.04, Capitol Planning Region, Connecticut",,,09110460204,17072928,131112,09,,"Census Tract 4602.04, Capitol Planning Region, Connecticut",5883,0.92
ACSSF,CT,1400000US09110460301,"Census Tract 4603.01, Capitol Planning Region, Connecticut",,,09110460301,7501112,167040,09,,"Census Tract 4603.01, Capitol Planning Region, Connecticut",5259,9.36
ACSSF,CT,1400000US09110460302,"Census Tract 4603.02, Capitol Planning Region, Connecticut",,,09110460302,5670457,155793,09,,"Census Tract 4603.02, Capitol Planning Region, Connecticut",3915,2.02
ACSSF,CT,1400000US09110462101,"Census Tract 4621.01, Capitol Planning Region, Connecticut",,,09110462101,10735588,122210,09,,"Census Tract 4621.01, Capitol Planning Region, Connecticut",6278,9.35
ACSSF,CT,1400000US09110462102,"Census Tract 4621.02, Capitol Planning Region, Connecticut",,,09110462102,11381844,307053,09,,"Census Tract 4621.02, Capitol Planning Region, Connecticut",4345,0
ACSSF,CT,1400000US09110462201,"Census Tract 4622.01, Capitol Planning Region, Connecticut",,,09110462201,22009143,382431,09,,"Census Tract 4622.01, Capitol Planning Region, Connecticut",5534,3.14
ACSSF,CT,1400000US09110462202,"Census Tract 4622.02, Capitol Planning Region, Connecticut",,,09110462202,15856012,307169,09,,"Census Tract 4622.02, Capitol Planning Region, Connecticut",2699,8.59
ACSSF,CT,1400000US09110464101,"Census Tract 4641.01, Capitol Planning Region, Connecticut",,,09110464101,52828108,50838,09,,"Census Tract 4641.01, Capitol Planning Region, Connecticut",5437,8.8
ACSSF,CT,1400000US09110464102,"Census Tract 4641.02, Capitol Planning Region, Connecticut",,,09110464102,10848403,1086829,09,,"Census Tract 4641.02, Capitol Planning Region, Connecticut",4671,0
ACSSF,CT,1400000US09110466101,"Census Tract 4661.01, Capitol Planning Region, Connecticut",,,09110466101,18479172,94008,09,,"Census Tract 4661.01, Capitol Planning Region, Connecticut",5939,1.7
ACSSF,CT,1400000US09110466102,"Census Tract 4661.02, Capitol Planning Region, Connecticut",,,09110466102,11563563,29770,09,,"Census Tract 4661.02, Capitol Planning Region, Connecticut",5390,2.26
ACSSF,CT,1400000US09110466201,"Census Tract 4662.01, Capitol Planning Region, Connecticut",,,09110466201,8429884,119753,09,,"Census Tract 4662.01, Capitol Planning Region, Connecticut",2502,38.3
ACSSF,CT,1400000US09110466202,"Census Tract 4662.02, Capitol Planning Region, Connecticut",,,09110466202,23091462,41880,09,,"Census Tract 4662.02, Capitol Planning Region, Connecticut",3962,4.04
ACSSF,CT,1400000US09110466300,"Census Tract 4663, Capitol Planning Region, Connecticut",,,09110466300,10488932,235396,09,,"Census Tract 4663, Capitol Planning Region, Connecticut",4692,1.42
ACSSF,CT,1400000US09110466400,"Census Tract 4664, Capitol Planning Region, Connecticut",,,09110466400,15830305,430939,09,,"Census Tract 4664, Capitol Planning Region, Connecticut",2262,0
ACSSF,CT,1400000US09110468101,"Census Tract 4681.01, Capitol Planning Region, Connecticut",,,09110468101,85313993,248525,09,,"Census Tract 4681.01, Capitol Planning Region, Connecticut",6981,1.11
ACSSF,CT,1400000US09110468102,"Census Tract 4681.02, Capitol Planning Region, Connecticut",,,09110468102,20183713,102834,09,,"Census Tract 4681.02, Capitol Planning Region, Connecticut",4039,0
ACSSF,CT,1400000US09110470100,"Census Tract 4701, Capitol Planning Region, Connecticut",,,09110470100,43079693,261880,09,,"Census Tract 4701, Capitol Planning Region, Connecticut",5214,0
ACSSF,CT,1400000US09110471100,"Census Tract 4711, Capitol Planning Region, Connecticut",,,09110471100,2734068,0,09,,"Census Tract 4711, Capitol Planning Region, Connecticut",3414,7.83
ACSSF,CT,1400000US09110471200,"Census Tract 4712, Capitol Planning Region, Connecticut",,,09110471200,5811118,0,09,,"Census Tract 4712, Capitol Planning Region, Connecticut",3193,0
ACSSF,CT,1400000US09110471300,"Census Tract 4713, Capitol Planning Region, Connecticut",,,09110471300,8818468,15251,09,,"Census Tract 4713, Capitol Planning Region, Connecticut",4933,26.67
ACSSF,CT,1400000US09110471400,"Census Tract 4714, Capitol Planning Region, Connecticut",,,09110471400,33448072,373023,09,,"Census Tract 4714, Capitol Planning Region, Connecticut",5932,17.62
ACSSF,CT,1400000US09110471500,"Census Tract 4715, Capitol Planning Region, Connecticut",,,09110471500,16750537,42414,09,,"Census Tract 4715, Capitol Planning Region, Connecticut",4075,0
ACSSF,CT,1400000US09110473100,"Census Tract 4731, Capitol Planning Region, Connecticut",,,09110473100,10598408,0,09,,"Census Tract 4731, Capitol Planning Region, Connecticut",6246,1.35
ACSSF,CT,1400000US09110473400,"Census Tract 4734, Capitol Planning Region, Connecticut",,,09110473400,2329556,29953,09,,"Census Tract 4734, Capitol Planning Region, Connecticut",1840,32.22
ACSSF,CT,1400000US09110473501,"Census Tract 4735.01, Capitol Planning Region, Connecticut",,,09110473501,24830346,1240362,09,,"Census Tract 4735.01, Capitol Planning Region, Connecticut",4923,0
ACSSF,CT,1400000US09110473502,"Census Tract 4735.02, Capitol Planning Region, Connecticut",,,09110473502,13941196,130592,09,,"Census Tract 4735.02, Capitol Planning Region, Connecticut",3395,6.17
ACSSF,CT,1400000US09110473601,"Census Tract 4736.01, Capitol Planning Region, Connecticut",,,09110473601,12483062,1215354,09,,"Census Tract 4736.01, Capitol Planning Region, Connecticut",3281,0
ACSSF,CT,1400000US09110473602,"Census Tract 4736.02, Capitol Planning Region, Connecticut",,,09110473602,3227130,80773,09,,"Census Tract 4736.02, Capitol Planning Region, Connecticut",2409,14.36
ACSSF,CT,1400000US09110473700,"Census Tract 4737, Capitol Planning Region, Connecticut",,,09110473700,7202666,878735,09,,"Census Tract 4737, Capitol Planning Region, Connecticut",5526,0
ACSSF,CT,1400000US09110473800,"Census Tract 4738, Capitol Planning Region, Connecticut",,,09110473800,1830834,173905,09,,"Census Tract 4738, Capitol Planning Region, Connecticut",1747,7.52
ACSSF,CT,1400000US09110476100,"Census Tract 4761, Capitol Planning Region, Connecticut",,,09110476100,6353713,884319,09,,"Census Tract 4761, Capitol Planning Region, Connecticut",4816,0
ACSSF,CT,1400000US09110476200,"Census Tract 4762, Capitol Planning Region, Connecticut",,,09110476200,3985821,0,09,,"Census Tract 4762, Capitol Planning Region, Connecticut",2586,31.07
ACSSF,CT,1400000US09110476300,"Census Tract 4763, Capitol Planning Region, Connecticut",,,09110476300,9198687,0,09,,"Census Tract 4763, Capitol Planning Region, Connecticut",5153,10.03
ACSSF,CT,1400000US09110477101,"Census Tract 4771.01, Capitol Planning Region, Connecticut",,,09110477101,45196855,32236,09,,"Census Tract 4771.01, Capitol Planning Region, Connecticut",4293,0
ACSSF,CT,1400000US09110477103,"Census Tract 4771.03, Capitol Planning Region, Connecticut",,,09110477103,11496413,873825,09,,"Census Tract 4771.03, Capitol Planning Region, Connecticut",4170,13.31
ACSSF,CT,1400000US09110477104,"Census Tract 4771.04, Capitol Planning Region, Connecticut",,,09110477104,16158686,699458,09,,"Census Tract 4771.04, Capitol Planning Region, Connecticut",4060,0
ACSSF,CT,1400000US09110477200,"Census Tract 4772, Capitol Planning Region, Connecticut",,,09110477200,36070570,132560,09,,"Census Tract 4772, Capitol Planning Region, Connecticut",3113,0
ACSSF,CT,1400000US09110480300,"Census Tract 4803, Capitol Planning Region, Connecticut",,,09110480300,2936322,0,09,,"Census Tract 4803, Capitol Planning Region, Connecticut",2047,11.68
ACSSF,CT,1400000US09110480400,"Census Tract 4804, Capitol Planning Region, Connecticut",,,09110480400,4204157,0,09,,"Census Tract 4804, Capitol Planning Region, Connecticut",3719,13.56
ACSSF,CT,1400000US09110480500,"Census Tract 4805, Capitol Planning Region, Connecticut",,,09110480500,3654218,338685,09,,"Census Tract 4805, Capitol Planning Region, Connecticut",3138,3.44
ACSSF,CT,1400000US09110480600,"Census Tract 4806, Capitol Planning Region, Connecticut",,,09110480600,1745994,428578,09,,"Census Tract 4806, Capitol Planning Region, Connecticut",4140,25.22
ACSSF,CT,1400000US09110480700,"Census Tract 4807, Capitol Planning Region, Connecticut",,,09110480700,2347045,358555,09,,"Census Tract 4807, Capitol Planning Region, Connecticut",2142,6.61
ACSSF,CT,1400000US09110480800,"Census Tract 4808, Capitol Planning Region, Connecticut",,,09110480800,13156527,7780,09,,"Census Tract 4808, Capitol Planning Region, Connecticut",4214,4.5
ACSSF,CT,1400000US09110480900,"Census Tract 4809, Capitol Planning Region, Connecticut",,,09110480900,5842613,0,09,,"Census Tract 4809, Capitol Planning Region, Connecticut",2564,25.66
ACSSF,CT,1400000US09110481000,"Census Tract 4810, Capitol Planning Region, Connecticut",,,09110481000,19441820,15152,09,,"Census Tract 4810, Capitol Planning Region, Connecticut",3660,5.41
ACSSF,CT,1400000US09110481100,"Census Tract 4811, Capitol Planning Region, Connecticut",,,09110481100,5747597,0,09,,"Census Tract 4811, Capitol Planning Region, Connecticut",3704,0
ACSSF,CT,1400000US09110481200,"Census Tract 4812, Capitol Planning Region, Connecticut",,,09110481200,6136531,380121,09,,"Census Tract 4812, Capitol Planning Region, Connecticut",3844,23.57
ACSSF,CT,1400000US09110481300,"Census Tract 4813, Capitol Planning Region, Connecticut",,,09110481300,7834460,676078,09,,"Census Tract 4813, Capitol Planning Region, Connecticut",2891,17.23
ACSSF,CT,1400000US09110484100,"Census Tract 4841, Capitol Planning Region, Connecticut",,,09110484100,33516493,1297022,09,,"Census Tract 4841, Capitol Planning Region, Connecticut",5399,3.75
ACSSF,CT,1400000US09110484200,"Census Tract 4842, Capitol Planning Region, Connecticut",,,09110484200,34472509,169589,09,,"Census Tract 4842, Capitol Planning Region, Connecticut",5758,3.24
ACSSF,CT,1400000US09110487100,"Census Tract 4871, Capitol Planning Region, Connecticut",,,09110487100,18194263,29750,09,,"Census Tract 4871, Capitol Planning Region, Connecticut",7048,0
ACSSF,CT,1400000US09110487201,"Census Tract 4872.01, Capitol Planning Region, Connecticut",,,09110487201,7338156,1414,09,,"Census Tract 4872.01, Capitol Planning Region, Connecticut",4683,0.67
ACSSF,CT,1400000US09110487202,"Census Tract 4872.02, Capitol Planning Region, Connecticut",,,09110487202,5718114,12416,09,,"Census Tract 4872.02, Capitol Planning Region, Connecticut",3383,0
ACSSF,CT,1400000US09110487300,"Census Tract 4873, Capitol Planning Region, Connecticut",,,09110487300,16154476,1368241,09,,"Census Tract 4873, Capitol Planning Region, Connecticut",1492,0
ACSSF,CT,1400000US09110487400,"Census Tract 4874, Capitol Planning Region, Connecticut",,,09110487400,13307944,74529,09,,"Census Tract 4874, Capitol Planning Region, Connecticut",2744,10.47
ACSSF,CT,1400000US09110487500,"Census Tract 4875, Capitol Planning Region, Connecticut",,,09110487500,11955329,85933,09,,"Census Tract 4875, Capitol Planning Region, Connecticut",7470,15.17
ACSSF,CT,1400000US09110490100,"Census Tract 4901, Capitol Planning Region, Connecticut",,,09110490100,11165097,952432,09,,"Census Tract 4901, Capitol Planning Region, Connecticut",5554,4.01
ACSSF,CT,1400000US09110490303,"Census Tract 4903.03, Capitol Planning Region, Connecticut",,,09110490303,4233390,0,09,,"Census Tract 4903.03, Capitol Planning Region, Connecticut",4016,0
ACSSF,CT,1400000US09110490304,"Census Tract 4903.04, Capitol Planning Region, Connecticut",,,09110490304,7896211,0,09,,"Census Tract 4903.04, Capitol Planning Region, Connecticut",4405,0
ACSSF,CT,1400000US09110492100,"Census Tract 4921, Capitol Planning Region, Connecticut",,,09110492100,8886578,1866392,09,,"Census Tract 4921, Capitol Planning Region, Connecticut",3651,1.54
ACSSF,CT,1400000US09110492200,"Census Tract 4922, Capitol Planning Region, Connecticut",,,09110492200,2703223,0,09,,"Census Tract 4922, Capitol Planning Region, Connecticut",4202,0
ACSSF,CT,1400000US09110492300,"Census Tract 4923, Capitol Planning Region, Connecticut",,,09110492300,5448308,35432,09,,"Census Tract 4923, Capitol Planning Region, Connecticut",6121,29.38
ACSSF,CT,1400000US09110492400,"Census Tract 4924, Capitol Planning Region, Connecticut",,,09110492400,3008123,3059,09,,"Census Tract 4924, Capitol Planning Region, Connecticut",2950,16.33
ACSSF,CT,1400000US09110492500,"Census Tract 4925, Capitol Planning Region, Connecticut",,,09110492500,3223856,0,09,,"Census Tract 4925, Capitol Planning Region, Connecticut",3573,0
ACSSF,CT,1400000US09110492600,"Census Tract 4926, Capitol Planning Region, Connecticut",,,09110492600,8592444,166515,09,,"Census Tract 4926, Capitol Planning Region, Connecticut",6683,1.52
ACSSF,CT,1400000US09110494100,"Census Tract 4941, Capitol Planning Region, Connecticut",,,09110494100,5044537,0,09,,"Census Tract 4941, Capitol Planning Region, Connecticut",6300,4.18
ACSSF,CT,1400000US09110494201,"Census Tract 4942.01, Capitol Planning Region, Connecticut",,,09110494201,6056904,0,09,,"Census Tract 4942.01, Capitol Planning Region, Connecticut",4659,1.54
ACSSF,CT,1400000US09110494202,"Census Tract 4942.02, Capitol Planning Region, Connecticut",,,09110494202,2490307,0,09,,"Census Tract 4942.02, Capitol Planning Region, Connecticut",2844,0
ACSSF,CT,1400000US09110494300,"Census Tract 4943, Capitol Planning Region, Connecticut",,,09110494300,5139139,0,09,,"Census Tract 4943, Capitol Planning Region, Connecticut",4031,3.92
ACSSF,CT,1400000US09110494400,"Census Tract 4944, Capitol Planning Region, Connecticut",,,09110494400,4333137,0,09,,"Census Tract 4944, Capitol Planning Region, Connecticut",4575,22.13
ACSSF,CT,1400000US09110494500,"Census Tract 4945, Capitol Planning Region, Connecticut",,,09110494500,5166312,0,09,,"Census Tract 4945, Capitol Planning Region, Connecticut",4727,11.53
ACSSF,CT,1400000US09110494600,"Census Tract 4946, Capitol Planning Region, Connecticut",,,09110494600,5803762,0,09,,"Census Tract 4946, Capitol Planning Region, Connecticut",3415,8.61
ACSSF,CT,1400000US09110496100,"Census Tract 4961, Capitol Planning Region, Connecticut",,,09110496100,3163598,0,09,,"Census Tract 4961, Capitol Planning Region, Connecticut",2651,34.73
ACSSF,CT,1400000US09110496200,"Census Tract 4962, Capitol Planning Region, Connecticut",,,09110496200,2745056,0,09,,"Census Tract 4962, Capitol Planning Region, Connecticut",4969,0
ACSSF,CT,1400000US09110496300,"Census Tract 4963, Capitol Planning Region, Connecticut",,,09110496300,2125872,0,09,,"Census Tract 4963, Capitol Planning Region, Connecticut",3651,7.33
ACSSF,CT,1400000US09110496400,"Census Tract 4964, Capitol Planning Region, Connecticut",,,09110496400,2858536,0,09,,"Census Tract 4964, Capitol Planning Region, Connecticut",2973,0
ACSSF,CT,1400000US09110496500,"Census Tract 4965, Capitol Planning Region, Connecticut",,,09110496500,1366986,0,09,,"Census Tract 4965, Capitol Planning Region, Connecticut",2879,0
ACSSF,CT,1400000US09110496600,"Census Tract 4966, Capitol Planning Region, Connecticut",,,09110496600,3221755,246578,09,,"Census Tract 4966, Capitol Planning Region, Connecticut",2740,0
ACSSF,CT,1400000US09110496700,"Census Tract 4967, Capitol Planning Region, Connecticut",,,09110496700,1327889,0,09,,"Census Tract 4967, Capitol Planning Region, Connecticut",3795,18.2
ACSSF,CT,1400000US09110496800,"Census Tract 4968, Capitol Planning Region, Connecticut",,,09110496800,1410493,0,09,,"Census Tract 4968, Capitol Planning Region, Connecticut",3395,21.69
ACSSF,CT,1400000US09110496900,"Census Tract 4969, Capitol Planning Region, Connecticut",,,09110496900,2142871,0,09,,"Census Tract 4969, Capitol Planning Region, Connecticut",6211,1.9
ACSSF,CT,1400000US09110497000,"Census Tract 4970, Capitol Planning Region, Connecticut",,,09110497000,2407403,0,09,,"Census Tract 4970, Capitol Planning Region, Connecticut",4330,0
ACSSF,CT,1400000US09110497100,"Census Tract 4971, Capitol Planning Region, Connecticut",,,09110497100,1340638,0,09,,"Census Tract 4971, Capitol Planning Region, Connecticut",4097,12.1
ACSSF,CT,1400000US09110497200,"Census Tract 4972, Capitol Planning Region, Connecticut",,,09110497200,1798314,0,09,,"Census Tract 4972, Capitol Planning Region, Connecticut",2330,0
ACSSF,CT,1400000US09110497300,"Census Tract 4973, Capitol Planning Region, Connecticut",,,09110497300,5311033,1328,09,,"Census Tract 4973, Capitol Planning Region, Connecticut",5069,0
ACSSF,CT,1400000US09110497400,"Census Tract 4974, Capitol Planning Region, Connecticut",,,09110497400,4056597,6237,09,,"Census Tract 4974, Capitol Planning Region, Connecticut",4014,0.78
ACSSF,CT,1400000US09110497500,"Census Tract 4975, Capitol Planning Region, Connecticut",,,09110497500,3828604,10090,09,,"Census Tract 4975, Capitol Planning Region, Connecticut",4043,0
ACSSF,CT,1400000US09110497600,"Census Tract 4976, Capitol Planning Region, Connecticut",,,09110497600,1791701,0,09,,"Census Tract 4976, Capitol Planning Region, Connecticut",2319,1.39
ACSSF,CT,1400000US09110497700,"Census Tract 4977, Capitol Planning Region, Connecticut",,,09110497700,15662803,832288,09,,"Census Tract 4977, Capitol Planning Region, Connecticut",4343,0.55
ACSSF,CT,1400000US09110500100,"Census Tract 5001, Capitol Planning Region, Connecticut",,,09110500100,403498,0,09,,"Census Tract 5001, Capitol Planning Region, Connecticut",2978,52.25
ACSSF,CT,1400000US09110500200,"Census Tract 5002, Capitol Planning Region, Connecticut",,,09110500200,389395,0,09,,"Census Tract 5002, Capitol Planning Region, Connecticut",1631,53.7
ACSSF,CT,1400000US09110500300,"Census Tract 5003, Capitol Planning Region, Connecticut",,,09110500300,531518,0,09,,"Census Tract 5003, Capitol Planning Region, Connecticut",1993,29.79
ACSSF,CT,1400000US09110500400,"Census Tract 5004, Capitol Planning Region, Connecticut",,,09110500400,948719,0,09,,"Census Tract 5004, Capitol Planning Region, Connecticut",1663,28.02
ACSSF,CT,1400000US09110500500,"Census Tract 5005, Capitol Planning Region, Connecticut",,,09110500500,282625,0,09,,"Census Tract 5005, Capitol Planning Region, Connecticut",1320,27.7
ACSSF,CT,1400000US09110500900,"Census Tract 5009, Capitol Planning Region, Connecticut",,,09110500900,503990,0,09,,"Census Tract 5009, Capitol Planning Region, Connecticut",1973,63.8
ACSSF,CT,1400000US09110501200,"Census Tract 5012, Capitol Planning Region, Connecticut",,,09110501200,731974,0,09,,"Census Tract 5012, Capitol Planning Region, Connecticut",2541,55.11
ACSSF,CT,1400000US09110501300,"Census Tract 5013, Capitol Planning Region, Connecticut",,,09110501300,262251,0,09,,"Census Tract 5013, Capitol Planning Region, Connecticut",1807,50.71
ACSSF,CT,1400000US09110501400,"Census Tract 5014, Capitol Planning Region, Connecticut",,,09110501400,370001,0,09,,"Census Tract 5014, Capitol Planning Region, Connecticut",2141,18.96
ACSSF,CT,1400000US09110501500,"Census Tract 5015, Capitol Planning Region, Connecticut",,,09110501500,1789690,13593,09,,"Census Tract 5015, Capitol Planning Region, Connecticut",3547,53
ACSSF,CT,1400000US09110501700,"Census Tract 5017, Capitol Planning Region, Connecticut",,,09110501700,297599,0,09,,"Census Tract 5017, Capitol Planning Region, Connecticut",1849,50.33
